Performance Statistics   2017-10-25 21:02:00 - 2017-10-25 21:03:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           7
QueryParser.getParamNames()                              0.0           0           0         0.0          12
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0           3
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           5

Performance Statistics   2017-10-25 21:37:00 - 2017-10-25 21:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:38:00 - 2017-10-25 21:39:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:39:00 - 2017-10-25 21:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:40:00 - 2017-10-25 21:41:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:41:00 - 2017-10-25 21:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:42:00 - 2017-10-25 21:43:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:43:00 - 2017-10-25 21:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:44:00 - 2017-10-25 21:45:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                0.0           0           0         0.0           2
MenuItem.inspectionrecord$InspectionRecord.browse       198.0         198         198         0.0           1
PersistenceSecurity.applyConstraints(..)                 2.4           0          12         4.8           5
PersistenceSecurity.restoreFilteredData(..)              0.0           0           0         0.0           1
QueryParser.getEntityAlias()                             0.0           0           0         0.0           4
QueryParser.getEntityName()                              0.1           0           1         0.3          11
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getParamNames()                              0.0           0           0         0.0          11
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0           5
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           6

Performance Statistics   2017-10-25 21:45:00 - 2017-10-25 21:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                0.0           0           0         0.0           8
MenuItem.inspectionrecord$Department.browse            159.0         158         160         1.0           2
MenuItem.inspectionrecord$Employee.browse              166.5         164         169         2.5           2
PersistenceSecurity.applyConstraints(..)                 0.1           0           2         0.4          24
QueryParser.getEntityAlias()                             0.0           0           0         0.0          10
QueryParser.getEntityName()                              0.0           0           0         0.0          60
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          36
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          36
QueryParser.getParamNames()                              0.0           0           0         0.0          60
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0          16
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0          24

Performance Statistics   2017-10-25 21:46:00 - 2017-10-25 21:47:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:47:00 - 2017-10-25 21:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:48:00 - 2017-10-25 21:49:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:49:00 - 2017-10-25 21:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:50:00 - 2017-10-25 21:51:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:51:00 - 2017-10-25 21:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:52:00 - 2017-10-25 21:53:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:53:00 - 2017-10-25 21:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                               13.0          13          13         0.0           1
MenuItem.printDomain                                  4680.0        4680        4680         0.0           1
Messages.searchClasspath                                 0.4           0          32         1.4        6158
Messages.searchFiles                                     0.0           0          11         0.2        6158
Security.isEntityAttrPermitted(..)                       0.0           0           0         0.0        2171
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0         398

Performance Statistics   2017-10-25 21:54:00 - 2017-10-25 21:55:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                0.0           0           0         0.0           2
MenuItem.inspectionrecord$InspectionRecord.browse       238.0         238         238         0.0           1
PersistenceSecurity.applyConstraints(..)                 1.7           0           5         2.4           3
QueryParser.getEntityAlias()                             0.0           0           0         0.0           2
QueryParser.getEntityName()                              0.0           0           0         0.0           6
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.0           0           0         0.0           6
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           3

Performance Statistics   2017-10-25 21:55:00 - 2017-10-25 21:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:56:00 - 2017-10-25 21:57:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:57:00 - 2017-10-25 21:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:58:00 - 2017-10-25 21:59:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 21:59:00 - 2017-10-25 22:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:00:00 - 2017-10-25 22:01:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:01:00 - 2017-10-25 22:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                6.3           0          17         7.6           3
Messages.searchClasspath                                 0.2           0          18         1.7         131
Messages.searchFiles                                     0.0           0           0         0.0         131

Performance Statistics   2017-10-25 22:02:00 - 2017-10-25 22:03:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                5.2           0          23         7.0          20
MenuItem.entityInspector.browse                        210.0         210         210         0.0           1
MenuItem.sec$Group.browse                              595.0         595         595         0.0           1
MenuItem.sec$User.browse                               346.0         346         346         0.0           1
MenuItem.sec$UserSessionEntity.browse                 1390.0        1390        1390         0.0           1
Messages.searchClasspath                                 0.1           0          23         0.8         991
Messages.searchFiles                                     0.0           0           0         0.0         991
PersistenceSecurity.applyConstraints(..)                 1.2           0          12         2.8          18
QueryParser.getEntityAlias()                             0.0           0           0         0.0          16
QueryParser.getEntityName()                              0.0           0           0         0.0          50
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          32
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          32
QueryParser.getParamNames()                              0.0           0           1         0.1          50
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0          18
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0          19

Performance Statistics   2017-10-25 22:03:00 - 2017-10-25 22:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                9.0           0          28        11.0           5
MenuItem.appProperties                                3661.0        3661        3661         0.0           1
Messages.searchClasspath                                 0.2           0           4         0.7         106
Messages.searchFiles                                     0.0           0           0         0.0         106
PersistenceSecurity.applyConstraints(..)                 0.3           0           2         0.6          15
QueryParser.getEntityAlias()                             0.0           0           0         0.0          14
QueryParser.getEntityName()                              0.0           0           1         0.2          37
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          22
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0          22
QueryParser.getParamNames()                              0.0           0           0         0.0          37
QueryParser.hasIsNullCondition(..)                       0.1           0           1         0.2          19
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0          15

Performance Statistics   2017-10-25 22:04:00 - 2017-10-25 22:05:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:05:00 - 2017-10-25 22:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:06:00 - 2017-10-25 22:07:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:07:00 - 2017-10-25 22:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:08:00 - 2017-10-25 22:09:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:09:00 - 2017-10-25 22:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:10:00 - 2017-10-25 22:11:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:11:00 - 2017-10-25 22:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:12:00 - 2017-10-25 22:13:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:13:00 - 2017-10-25 22:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:14:00 - 2017-10-25 22:15:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:15:00 - 2017-10-25 22:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:16:00 - 2017-10-25 22:17:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:17:00 - 2017-10-25 22:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:18:00 - 2017-10-25 22:19:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 2.5           0          10         3.6           6
Messages.searchFiles                                     0.0           0           0         0.0           6
QueryParser.getEntityName()                              0.0           0           0         0.0           1
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           1

Performance Statistics   2017-10-25 22:19:00 - 2017-10-25 22:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
QueryParser.getEntityName()                              0.0           0           0         0.0           1
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           1

Performance Statistics   2017-10-25 22:20:00 - 2017-10-25 22:21:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:21:00 - 2017-10-25 22:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
QueryParser.getEntityName()                              0.0           0           0         0.0           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.0           0           0         0.0           3
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        0.0           0           0         0.0           2
QueryTransformer.getResult()                             0.0           0           0         0.0           2
QueryTransformer.replaceWithSelectEntityVariable(..)         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 22:22:00 - 2017-10-25 22:23:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:23:00 - 2017-10-25 22:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:24:00 - 2017-10-25 22:25:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 0.0           0           0         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           2
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1

Performance Statistics   2017-10-25 22:25:00 - 2017-10-25 22:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:26:00 - 2017-10-25 22:27:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 0.0           0           0         0.0           2
QueryParser.getEntityName()                              0.0           0           0         0.0           4
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           4
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 22:27:00 - 2017-10-25 22:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:28:00 - 2017-10-25 22:29:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:29:00 - 2017-10-25 22:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:30:00 - 2017-10-25 22:31:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:31:00 - 2017-10-25 22:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:32:00 - 2017-10-25 22:33:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:33:00 - 2017-10-25 22:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:34:00 - 2017-10-25 22:35:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
AppFolders                                               4.0           4           4         0.0           1
LoadClass                                                0.0           0           0         0.0           2
PersistenceSecurity.applyConstraints(..)                 0.0           0           0         0.0           1
QueryParser.getEntityAlias()                             0.0           0           0         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           8
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           7
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           7
QueryParser.getParamNames()                              0.0           0           0         0.0           8
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0           1
SearchFolders                                            3.0           3           3         0.0           1
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1
ViewRepository.init.ViewRepositoryClientImpl            38.0          38          38         0.0           1

Performance Statistics   2017-10-25 22:35:00 - 2017-10-25 22:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                0.0           0           0         0.0           2
MenuItem.inspectionrecord$HtEmpl.browse                487.0         487         487         0.0           1
PersistenceSecurity.applyConstraints(..)                 0.0           0           0         0.0           2
QueryParser.getEntityAlias()                             0.0           0           0         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           5
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.0           0           0         0.0           5
QueryParser.hasIsNullCondition(..)                       0.0           0           0         0.0           1
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 22:35:00 - 2017-10-25 22:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                24.4           6          61        20.0           5
Messages.searchFiles                                    16.2           0          81        32.4           5

Performance Statistics   2017-10-25 22:36:00 - 2017-10-25 22:37:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 0.7           0          29         3.6         109
Messages.searchFiles                                     0.1           0           3         0.4         109
Metadata.replaceExtendedMetaClasses                      2.0           2           2         0.0           1
QueryParser.getEntityName()                            177.7           6         501       228.8           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.7           0           2         0.9           3
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        2.5           0           5         2.5           2
QueryTransformer.getResult()                             3.5           0           7         3.5           2
QueryTransformer.replaceWithSelectEntityVariable(..)         3.5           1           6         2.5           2

Performance Statistics   2017-10-25 22:37:00 - 2017-10-25 22:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:38:00 - 2017-10-25 22:39:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Metadata.replaceExtendedMetaClasses                      2.0           2           2         0.0           1
QueryParser.getEntityName()                              0.3           0           1         0.5           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.0           0           0         0.0           3
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        0.0           0           0         0.0           2
QueryTransformer.getResult()                             0.0           0           0         0.0           2
QueryTransformer.replaceWithSelectEntityVariable(..)         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 22:39:00 - 2017-10-25 22:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:40:00 - 2017-10-25 22:41:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:41:00 - 2017-10-25 22:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:42:00 - 2017-10-25 22:43:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:43:00 - 2017-10-25 22:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:44:00 - 2017-10-25 22:45:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:45:00 - 2017-10-25 22:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:46:00 - 2017-10-25 22:47:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:48:00 - 2017-10-25 22:49:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.6           0          27         5.4          90
Messages.searchFiles                                     0.4           0          29         3.1          90
Metadata.replaceExtendedMetaClasses                      7.5           3          12         4.5           2
QueryParser.getEntityName()                             55.8           0         479       149.7           9
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           9
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           9
QueryParser.getParamNames()                              0.2           0           2         0.6           9
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           6
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           6
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           6
QueryTransformer.addWhereAsIs(..)                        0.3           0           2         0.7           6
QueryTransformer.getResult()                             0.7           0           4         1.5           6
QueryTransformer.replaceWithSelectEntityVariable(..)         0.5           0           3         1.1           6

Performance Statistics   2017-10-25 22:49:00 - 2017-10-25 22:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:50:00 - 2017-10-25 22:51:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:51:00 - 2017-10-25 22:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:52:00 - 2017-10-25 22:53:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:53:00 - 2017-10-25 22:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:54:00 - 2017-10-25 22:55:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:55:00 - 2017-10-25 22:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 1.0           1           1         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           3
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1
ViewRepository.init.ViewRepositoryClientImpl            20.0          20          20         0.0           1

Performance Statistics   2017-10-25 22:56:00 - 2017-10-25 22:57:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:57:00 - 2017-10-25 22:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:58:00 - 2017-10-25 22:59:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 22:59:00 - 2017-10-25 23:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 5.0           5           5         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           2
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1

Performance Statistics   2017-10-25 23:00:00 - 2017-10-25 23:01:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 1.3           0           3         1.2           3
QueryParser.getEntityName()                              0.3           0           1         0.5           6
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.0           0           0         0.0           6
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           3

Performance Statistics   2017-10-25 23:01:00 - 2017-10-25 23:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 0.0           0           0         0.0           2
QueryParser.getEntityName()                              0.0           0           0         0.0           4
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           4
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 23:02:00 - 2017-10-25 23:03:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:03:00 - 2017-10-25 23:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:04:00 - 2017-10-25 23:05:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:05:00 - 2017-10-25 23:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 2.0           0           4         2.0           2
QueryParser.getEntityName()                              0.0           0           0         0.0           4
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           4
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 23:06:00 - 2017-10-25 23:07:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                                1.0           0           2         1.0           2
Messages.searchClasspath                                 0.2           0          11         1.3         100
Messages.searchFiles                                     0.0           0           0         0.0         100
PersistenceSecurity.applyConstraints(..)                 1.0           1           1         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           2
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1

Performance Statistics   2017-10-25 23:07:00 - 2017-10-25 23:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.6           0          33         5.7         114
Messages.searchFiles                                     0.3           0          20         2.0         114
Metadata.replaceExtendedMetaClasses                      4.0           4           4         0.0           1
QueryParser.getEntityName()                             95.3           0         545       201.2           6
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getParamNames()                              0.5           0           3         1.1           6
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           4
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           4
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           4
QueryTransformer.addWhereAsIs(..)                        0.5           0           2         0.9           4
QueryTransformer.getResult()                             2.0           0           8         3.5           4
QueryTransformer.replaceWithSelectEntityVariable(..)         2.3           0           9         3.9           4

Performance Statistics   2017-10-25 23:08:00 - 2017-10-25 23:09:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:09:00 - 2017-10-25 23:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Metadata.replaceExtendedMetaClasses                      2.0           2           2         0.0           1
PersistenceSecurity.applyConstraints(..)                 1.0           1           1         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           3
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1
